Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime(seconds),Sector1Time(seconds),Sector2Time(seconds),Sector3Time(seconds)
0 days 01:52:39.004000,PIA,81,0 days 00:01:26.793000,31.0,3.0,,,0 days 00:00:31.974000,0 days 00:00:29.304000,0 days 00:00:25.515000,0 days 01:51:44.223000,0 days 01:52:13.527000,0 days 01:52:39.042000,238.0,277.0,277.0,306.0,True,MEDIUM,6.0,True,McLaren,0 days 01:51:12.211000,2023-10-08 17:52:12.216,1,3.0,False,,False,True,86.793,31.974,29.304,25.515
0 days 01:54:05.312000,PIA,81,0 days 00:01:26.308000,32.0,3.0,,,0 days 00:00:31.827000,0 days 00:00:29.112000,0 days 00:00:25.369000,0 days 01:53:10.869000,0 days 01:53:39.981000,0 days 01:54:05.350000,240.0,278.0,277.0,304.0,True,MEDIUM,7.0,True,McLaren,0 days 01:52:39.004000,2023-10-08 17:53:39.009,1,3.0,False,,False,True,86.308,31.827,29.112,25.369
0 days 01:56:57.840000,PIA,81,0 days 00:01:26.245000,34.0,3.0,,,0 days 00:00:31.813000,0 days 00:00:29.112000,0 days 00:00:25.320000,0 days 01:56:03.446000,0 days 01:56:32.558000,0 days 01:56:57.878000,240.0,278.0,277.0,304.0,True,MEDIUM,9.0,True,McLaren,0 days 01:55:31.595000,2023-10-08 17:56:31.600,1,2.0,False,,False,True,86.245,31.813,29.112,25.32
0 days 01:58:24.143000,PIA,81,0 days 00:01:26.303000,35.0,3.0,,,0 days 00:00:31.690000,0 days 00:00:29.279000,0 days 00:00:25.334000,0 days 01:57:29.568000,0 days 01:57:58.847000,0 days 01:58:24.181000,238.0,278.0,278.0,304.0,False,MEDIUM,10.0,True,McLaren,0 days 01:56:57.840000,2023-10-08 17:57:57.845,1,2.0,False,,False,True,86.303,31.69,29.279,25.334
0 days 01:59:50.692000,PIA,81,0 days 00:01:26.549000,36.0,3.0,,,0 days 00:00:31.742000,0 days 00:00:29.354000,0 days 00:00:25.453000,0 days 01:58:55.923000,0 days 01:59:25.277000,0 days 01:59:50.730000,239.0,277.0,277.0,306.0,False,MEDIUM,11.0,True,McLaren,0 days 01:58:24.143000,2023-10-08 17:59:24.148,1,2.0,False,,False,True,86.549,31.742,29.354,25.453
0 days 02:01:17.153000,PIA,81,0 days 00:01:26.461000,37.0,3.0,,,0 days 00:00:31.820000,0 days 00:00:29.285000,0 days 00:00:25.356000,0 days 02:00:22.550000,0 days 02:00:51.835000,0 days 02:01:17.191000,239.0,278.0,278.0,305.0,False,MEDIUM,12.0,True,McLaren,0 days 01:59:50.692000,2023-10-08 18:00:50.697,1,2.0,False,,False,True,86.461,31.82,29.285,25.356
0 days 02:02:43.573000,PIA,81,0 days 00:01:26.420000,38.0,3.0,,,0 days 00:00:31.733000,0 days 00:00:29.346000,0 days 00:00:25.341000,0 days 02:01:48.924000,0 days 02:02:18.270000,0 days 02:02:43.611000,238.0,278.0,278.0,306.0,False,MEDIUM,13.0,True,McLaren,0 days 02:01:17.153000,2023-10-08 18:02:17.158,1,2.0,False,,False,True,86.42,31.733,29.346,25.341
0 days 02:04:09.885000,PIA,81,0 days 00:01:26.312000,39.0,3.0,,,0 days 00:00:31.670000,0 days 00:00:29.314000,0 days 00:00:25.328000,0 days 02:03:15.281000,0 days 02:03:44.595000,0 days 02:04:09.923000,238.0,277.0,279.0,306.0,False,MEDIUM,14.0,True,McLaren,0 days 02:02:43.573000,2023-10-08 18:03:43.578,1,2.0,False,,False,True,86.312,31.67,29.314,25.328
0 days 02:05:36.119000,PIA,81,0 days 00:01:26.234000,40.0,3.0,,,0 days 00:00:31.675000,0 days 00:00:29.287000,0 days 00:00:25.272000,0 days 02:04:41.598000,0 days 02:05:10.885000,0 days 02:05:36.157000,238.0,279.0,279.0,307.0,True,MEDIUM,15.0,True,McLaren,0 days 02:04:09.885000,2023-10-08 18:05:09.890,1,2.0,False,,False,True,86.234,31.675,29.287,25.272
0 days 02:08:29.954000,PIA,81,0 days 00:01:26.876000,42.0,3.0,,,0 days 00:00:31.739000,0 days 00:00:29.745000,0 days 00:00:25.392000,0 days 02:07:34.855000,0 days 02:08:04.600000,0 days 02:08:29.992000,239.0,277.0,279.0,309.0,False,MEDIUM,17.0,True,McLaren,0 days 02:07:03.078000,2023-10-08 18:08:03.083,1,2.0,False,,False,True,86.876,31.739,29.745,25.392
0 days 02:13:14.609000,PIA,81,0 days 00:01:25.353000,45.0,4.0,,,0 days 00:00:31.497000,0 days 00:00:28.815000,0 days 00:00:25.041000,0 days 02:12:20.791000,0 days 02:12:49.606000,0 days 02:13:14.647000,236.0,276.0,279.0,304.0,True,HARD,2.0,True,McLaren,0 days 02:11:49.256000,2023-10-08 18:12:49.261,1,3.0,False,,False,True,85.353,31.497,28.815,25.041
0 days 02:14:39.943000,PIA,81,0 days 00:01:25.334000,46.0,4.0,,,0 days 00:00:31.560000,0 days 00:00:28.709000,0 days 00:00:25.065000,0 days 02:13:46.207000,0 days 02:14:14.916000,0 days 02:14:39.981000,241.0,279.0,280.0,306.0,True,HARD,3.0,True,McLaren,0 days 02:13:14.609000,2023-10-08 18:14:14.614,1,3.0,False,,False,True,85.334,31.56,28.709,25.065
0 days 02:16:05.179000,PIA,81,0 days 00:01:25.236000,47.0,4.0,,,0 days 00:00:31.369000,0 days 00:00:28.843000,0 days 00:00:25.024000,0 days 02:15:11.350000,0 days 02:15:40.193000,0 days 02:16:05.217000,240.0,279.0,280.0,306.0,True,HARD,4.0,True,McLaren,0 days 02:14:39.943000,2023-10-08 18:15:39.948,1,3.0,False,,False,True,85.236,31.369,28.843,25.024
0 days 02:17:30.100000,PIA,81,0 days 00:01:24.921000,48.0,4.0,,,0 days 00:00:31.204000,0 days 00:00:28.739000,0 days 00:00:24.978000,0 days 02:16:36.421000,0 days 02:17:05.160000,0 days 02:17:30.138000,241.0,280.0,280.0,307.0,True,HARD,5.0,True,McLaren,0 days 02:16:05.179000,2023-10-08 18:17:05.184,1,3.0,False,,False,True,84.921,31.204,28.739,24.978
0 days 02:18:55.198000,PIA,81,0 days 00:01:25.098000,49.0,4.0,,,0 days 00:00:31.249000,0 days 00:00:28.856000,0 days 00:00:24.993000,0 days 02:18:01.387000,0 days 02:18:30.243000,0 days 02:18:55.236000,243.0,279.0,282.0,308.0,False,HARD,6.0,True,McLaren,0 days 02:17:30.100000,2023-10-08 18:18:30.105,1,3.0,False,,False,True,85.098,31.249,28.856,24.993
0 days 02:20:20.538000,PIA,81,0 days 00:01:25.340000,50.0,4.0,,,0 days 00:00:31.641000,0 days 00:00:28.736000,0 days 00:00:24.963000,0 days 02:19:26.877000,0 days 02:19:55.613000,0 days 02:20:20.576000,241.0,280.0,281.0,311.0,False,HARD,7.0,True,McLaren,0 days 02:18:55.198000,2023-10-08 18:19:55.203,1,3.0,False,,False,True,85.34,31.641,28.736,24.963
0 days 02:21:45.864000,PIA,81,0 days 00:01:25.326000,51.0,4.0,,,0 days 00:00:31.297000,0 days 00:00:28.955000,0 days 00:00:25.074000,0 days 02:20:51.873000,0 days 02:21:20.828000,0 days 02:21:45.902000,241.0,279.0,281.0,309.0,False,HARD,8.0,True,McLaren,0 days 02:20:20.538000,2023-10-08 18:21:20.543,1,2.0,False,,False,True,85.326,31.297,28.955,25.074
0 days 02:23:11.372000,PIA,81,0 days 00:01:25.508000,52.0,4.0,,,0 days 00:00:31.432000,0 days 00:00:29.056000,0 days 00:00:25.020000,0 days 02:22:17.334000,0 days 02:22:46.390000,0 days 02:23:11.410000,240.0,280.0,283.0,309.0,False,HARD,9.0,True,McLaren,0 days 02:21:45.864000,2023-10-08 18:22:45.869,1,2.0,False,,False,True,85.508,31.432,29.056,25.02
0 days 02:24:36.610000,PIA,81,0 days 00:01:25.238000,53.0,4.0,,,0 days 00:00:31.303000,0 days 00:00:28.890000,0 days 00:00:25.045000,0 days 02:23:42.713000,0 days 02:24:11.603000,0 days 02:24:36.648000,241.0,281.0,280.0,311.0,False,HARD,10.0,True,McLaren,0 days 02:23:11.372000,2023-10-08 18:24:11.377,1,2.0,False,,False,True,85.238,31.303,28.89,25.045
0 days 02:26:01.827000,PIA,81,0 days 00:01:25.217000,54.0,4.0,,,0 days 00:00:31.292000,0 days 00:00:28.952000,0 days 00:00:24.973000,0 days 02:25:07.940000,0 days 02:25:36.892000,0 days 02:26:01.865000,240.0,280.0,280.0,309.0,False,HARD,11.0,True,McLaren,0 days 02:24:36.610000,2023-10-08 18:25:36.615,1,2.0,False,,False,True,85.217,31.292,28.952,24.973
0 days 02:27:27.194000,PIA,81,0 days 00:01:25.367000,55.0,4.0,,,0 days 00:00:31.406000,0 days 00:00:28.988000,0 days 00:00:24.973000,0 days 02:26:33.271000,0 days 02:27:02.259000,0 days 02:27:27.232000,243.0,279.0,282.0,308.0,False,HARD,12.0,True,McLaren,0 days 02:26:01.827000,2023-10-08 18:27:01.832,1,2.0,False,,False,True,85.367,31.406,28.988,24.973
0 days 02:28:52.729000,PIA,81,0 days 00:01:25.535000,56.0,4.0,,,0 days 00:00:31.366000,0 days 00:00:29.037000,0 days 00:00:25.132000,0 days 02:27:58.598000,0 days 02:28:27.635000,0 days 02:28:52.767000,237.0,279.0,282.0,310.0,False,HARD,13.0,True,McLaren,0 days 02:27:27.194000,2023-10-08 18:28:27.199,1,2.0,False,,False,True,85.535,31.366,29.037,25.132
0 days 02:30:18,PIA,81,0 days 00:01:25.271000,57.0,4.0,,,0 days 00:00:31.560000,0 days 00:00:28.812000,0 days 00:00:24.899000,0 days 02:29:24.327000,0 days 02:29:53.139000,0 days 02:30:18.038000,241.0,281.0,281.0,311.0,False,HARD,14.0,True,McLaren,0 days 02:28:52.729000,2023-10-08 18:29:52.734,1,2.0,False,,False,True,85.271,31.56,28.812,24.899
0 days 01:13:22.601000,NOR,4,0 days 00:01:32.229000,5.0,1.0,,,0 days 00:00:34.169000,0 days 00:00:30.921000,0 days 00:00:27.139000,0 days 01:12:24.569000,0 days 01:12:55.490000,0 days 01:13:22.629000,229.0,276.0,276.0,301.0,True,MEDIUM,12.0,False,McLaren,0 days 01:11:50.372000,2023-10-08 17:12:50.377,1,6.0,False,,False,True,92.229,34.169,30.921,27.139
0 days 01:14:53.700000,NOR,4,0 days 00:01:31.099000,6.0,1.0,,,0 days 00:00:33.631000,0 days 00:00:30.629000,0 days 00:00:26.839000,0 days 01:13:56.260000,0 days 01:14:26.889000,0 days 01:14:53.728000,227.0,274.0,276.0,307.0,True,MEDIUM,13.0,False,McLaren,0 days 01:13:22.601000,2023-10-08 17:14:22.606,1,6.0,False,,False,True,91.099,33.631,30.629,26.839
0 days 01:16:24.084000,NOR,4,0 days 00:01:30.384000,7.0,1.0,,,0 days 00:00:33.169000,0 days 00:00:30.417000,0 days 00:00:26.798000,0 days 01:15:26.897000,0 days 01:15:57.314000,0 days 01:16:24.112000,227.0,274.0,276.0,306.0,True,MEDIUM,14.0,False,McLaren,0 days 01:14:53.700000,2023-10-08 17:15:53.705,1,6.0,False,,False,True,90.384,33.169,30.417,26.798
0 days 01:17:54.346000,NOR,4,0 days 00:01:30.262000,8.0,1.0,,,0 days 00:00:33.143000,0 days 00:00:30.512000,0 days 00:00:26.607000,0 days 01:16:57.255000,0 days 01:17:27.767000,0 days 01:17:54.374000,225.0,274.0,276.0,307.0,True,MEDIUM,15.0,False,McLaren,0 days 01:16:24.084000,2023-10-08 17:17:24.089,1,6.0,False,,False,True,90.262,33.143,30.512,26.607
0 days 01:19:24.386000,NOR,4,0 days 00:01:30.040000,9.0,1.0,,,0 days 00:00:33.079000,0 days 00:00:30.359000,0 days 00:00:26.602000,0 days 01:18:27.453000,0 days 01:18:57.812000,0 days 01:19:24.414000,228.0,275.0,282.0,308.0,True,MEDIUM,16.0,False,McLaren,0 days 01:17:54.346000,2023-10-08 17:18:54.351,1,6.0,False,,False,True,90.04,33.079,30.359,26.602
0 days 01:20:54.496000,NOR,4,0 days 00:01:30.110000,10.0,1.0,,,0 days 00:00:33.127000,0 days 00:00:30.491000,0 days 00:00:26.492000,0 days 01:19:57.541000,0 days 01:20:28.032000,0 days 01:20:54.524000,228.0,275.0,275.0,325.0,False,MEDIUM,17.0,False,McLaren,0 days 01:19:24.386000,2023-10-08 17:20:24.391,1,5.0,False,,False,True,90.11,33.127,30.491,26.492
0 days 01:22:23.892000,NOR,4,0 days 00:01:29.396000,11.0,1.0,,,0 days 00:00:32.973000,0 days 00:00:30.272000,0 days 00:00:26.151000,0 days 01:21:27.497000,0 days 01:21:57.769000,0 days 01:22:23.920000,229.0,274.0,276.0,305.0,True,MEDIUM,18.0,False,McLaren,0 days 01:20:54.496000,2023-10-08 17:21:54.501,1,5.0,False,,False,True,89.396,32.973,30.272,26.151
0 days 01:23:53.087000,NOR,4,0 days 00:01:29.195000,12.0,1.0,,,0 days 00:00:32.820000,0 days 00:00:30.112000,0 days 00:00:26.263000,0 days 01:22:56.740000,0 days 01:23:26.852000,0 days 01:23:53.115000,230.0,274.0,273.0,306.0,True,MEDIUM,19.0,False,McLaren,0 days 01:22:23.892000,2023-10-08 17:23:23.897,1,3.0,False,,False,True,89.195,32.82,30.112,26.263
0 days 01:28:47.826000,NOR,4,0 days 00:01:29.171000,15.0,2.0,,,0 days 00:00:32.618000,0 days 00:00:30.022000,0 days 00:00:26.531000,0 days 01:27:51.301000,0 days 01:28:21.323000,0 days 01:28:47.854000,230.0,277.0,288.0,301.0,True,MEDIUM,8.0,False,McLaren,0 days 01:27:18.655000,2023-10-08 17:28:18.660,1,12.0,False,,False,True,89.171,32.618,30.022,26.531
0 days 01:30:17.673000,NOR,4,0 days 00:01:29.847000,16.0,2.0,,,0 days 00:00:32.921000,0 days 00:00:30.281000,0 days 00:00:26.645000,0 days 01:29:20.775000,0 days 01:29:51.056000,0 days 01:30:17.701000,227.0,279.0,289.0,332.0,False,MEDIUM,9.0,False,McLaren,0 days 01:28:47.826000,2023-10-08 17:29:47.831,1,11.0,False,,False,True,89.847,32.921,30.281,26.645
0 days 01:31:46.590000,NOR,4,0 days 00:01:28.917000,17.0,2.0,,,0 days 00:00:32.905000,0 days 00:00:30.002000,0 days 00:00:26.010000,0 days 01:30:50.606000,0 days 01:31:20.608000,0 days 01:31:46.618000,227.0,276.0,287.0,326.0,True,MEDIUM,10.0,False,McLaren,0 days 01:30:17.673000,2023-10-08 17:31:17.678,1,10.0,False,,False,True,88.917,32.905,30.002,26.01
0 days 01:33:16.606000,NOR,4,0 days 00:01:30.016000,18.0,2.0,,,0 days 00:00:33.738000,0 days 00:00:30.172000,0 days 00:00:26.106000,0 days 01:32:20.356000,0 days 01:32:50.528000,0 days 01:33:16.634000,224.0,275.0,288.0,332.0,False,MEDIUM,11.0,False,McLaren,0 days 01:31:46.590000,2023-10-08 17:32:46.595,1,9.0,False,,False,True,90.016,33.738,30.172,26.106
0 days 01:34:45.625000,NOR,4,0 days 00:01:29.019000,19.0,2.0,,,0 days 00:00:32.494000,0 days 00:00:30.228000,0 days 00:00:26.297000,0 days 01:33:49.128000,0 days 01:34:19.356000,0 days 01:34:45.653000,228.0,275.0,276.0,332.0,False,MEDIUM,12.0,False,McLaren,0 days 01:33:16.606000,2023-10-08 17:34:16.611,1,6.0,False,,False,True,89.019,32.494,30.228,26.297
0 days 01:36:14.814000,NOR,4,0 days 00:01:29.189000,20.0,2.0,,,0 days 00:00:32.871000,0 days 00:00:30.174000,0 days 00:00:26.144000,0 days 01:35:18.524000,0 days 01:35:48.698000,0 days 01:36:14.842000,223.0,277.0,287.0,308.0,False,MEDIUM,13.0,False,McLaren,0 days 01:34:45.625000,2023-10-08 17:35:45.630,1,6.0,False,,False,True,89.189,32.871,30.174,26.144
0 days 01:37:43.983000,NOR,4,0 days 00:01:29.169000,21.0,2.0,,,0 days 00:00:32.766000,0 days 00:00:30.221000,0 days 00:00:26.182000,0 days 01:36:47.608000,0 days 01:37:17.829000,0 days 01:37:44.011000,228.0,276.0,282.0,330.0,False,MEDIUM,14.0,False,McLaren,0 days 01:36:14.814000,2023-10-08 17:37:14.819,1,4.0,False,,False,True,89.169,32.766,30.221,26.182
0 days 01:39:11.724000,NOR,4,0 days 00:01:27.741000,22.0,2.0,,,0 days 00:00:32.207000,0 days 00:00:29.717000,0 days 00:00:25.817000,0 days 01:38:16.218000,0 days 01:38:45.935000,0 days 01:39:11.752000,230.0,276.0,276.0,322.0,True,MEDIUM,15.0,False,McLaren,0 days 01:37:43.983000,2023-10-08 17:38:43.988,1,4.0,False,,False,True,87.741,32.207,29.717,25.817
0 days 01:40:39.758000,NOR,4,0 days 00:01:28.034000,23.0,2.0,,,0 days 00:00:32.307000,0 days 00:00:29.769000,0 days 00:00:25.958000,0 days 01:39:44.059000,0 days 01:40:13.828000,0 days 01:40:39.786000,231.0,277.0,277.0,306.0,False,MEDIUM,16.0,False,McLaren,0 days 01:39:11.724000,2023-10-08 17:40:11.729,1,4.0,False,,False,True,88.034,32.307,29.769,25.958
0 days 01:42:07.608000,NOR,4,0 days 00:01:27.850000,24.0,2.0,,,0 days 00:00:32.370000,0 days 00:00:29.766000,0 days 00:00:25.714000,0 days 01:41:12.156000,0 days 01:41:41.922000,0 days 01:42:07.636000,229.0,276.0,277.0,307.0,False,MEDIUM,17.0,False,McLaren,0 days 01:40:39.758000,2023-10-08 17:41:39.763,1,4.0,False,,False,True,87.85,32.37,29.766,25.714
0 days 01:43:35.443000,NOR,4,0 days 00:01:27.835000,25.0,2.0,,,0 days 00:00:32.307000,0 days 00:00:29.848000,0 days 00:00:25.680000,0 days 01:42:39.943000,0 days 01:43:09.791000,0 days 01:43:35.471000,232.0,277.0,277.0,307.0,False,MEDIUM,18.0,False,McLaren,0 days 01:42:07.608000,2023-10-08 17:43:07.613,1,4.0,False,,False,True,87.835,32.307,29.848,25.68
0 days 01:45:03.266000,NOR,4,0 days 00:01:27.823000,26.0,2.0,,,0 days 00:00:32.349000,0 days 00:00:29.711000,0 days 00:00:25.763000,0 days 01:44:07.820000,0 days 01:44:37.531000,0 days 01:45:03.294000,231.0,277.0,275.0,307.0,False,MEDIUM,19.0,False,McLaren,0 days 01:43:35.443000,2023-10-08 17:44:35.448,1,2.0,False,,False,True,87.823,32.349,29.711,25.763
0 days 01:49:51.568000,NOR,4,0 days 00:01:27.074000,29.0,3.0,,,0 days 00:00:32.299000,0 days 00:00:29.313000,0 days 00:00:25.462000,0 days 01:48:56.821000,0 days 01:49:26.134000,0 days 01:49:51.596000,236.0,278.0,288.0,308.0,True,MEDIUM,2.0,True,McLaren,0 days 01:48:24.494000,2023-10-08 17:49:24.499,1,7.0,False,,False,True,87.074,32.299,29.313,25.462
0 days 01:52:44.336000,NOR,4,0 days 00:01:26.552000,31.0,3.0,,,0 days 00:00:31.895000,0 days 00:00:29.299000,0 days 00:00:25.358000,0 days 01:51:49.707000,0 days 01:52:19.006000,0 days 01:52:44.364000,235.0,277.0,284.0,307.0,False,MEDIUM,4.0,True,McLaren,0 days 01:51:17.784000,2023-10-08 17:52:17.789,1,5.0,False,,False,True,86.552,31.895,29.299,25.358
0 days 01:54:10.284000,NOR,4,0 days 00:01:25.948000,32.0,3.0,,,0 days 00:00:31.520000,0 days 00:00:29.193000,0 days 00:00:25.235000,0 days 01:53:15.884000,0 days 01:53:45.077000,0 days 01:54:10.312000,234.0,277.0,278.0,322.0,True,MEDIUM,5.0,True,McLaren,0 days 01:52:44.336000,2023-10-08 17:53:44.341,1,4.0,False,,False,True,85.948,31.52,29.193,25.235
0 days 01:57:02.539000,NOR,4,0 days 00:01:26.169000,34.0,3.0,,,0 days 00:00:31.711000,0 days 00:00:29.135000,0 days 00:00:25.323000,0 days 01:56:08.109000,0 days 01:56:37.244000,0 days 01:57:02.567000,238.0,279.0,278.0,306.0,False,MEDIUM,7.0,True,McLaren,0 days 01:55:36.370000,2023-10-08 17:56:36.375,1,3.0,False,,False,True,86.169,31.711,29.135,25.323
0 days 01:58:28.646000,NOR,4,0 days 00:01:26.107000,35.0,3.0,,,0 days 00:00:31.631000,0 days 00:00:29.210000,0 days 00:00:25.266000,0 days 01:57:34.198000,0 days 01:58:03.408000,0 days 01:58:28.674000,237.0,279.0,278.0,306.0,False,MEDIUM,8.0,True,McLaren,0 days 01:57:02.539000,2023-10-08 17:58:02.544,1,3.0,False,,False,True,86.107,31.631,29.21,25.266
0 days 01:59:54.918000,NOR,4,0 days 00:01:26.272000,36.0,3.0,,,0 days 00:00:31.859000,0 days 00:00:29.260000,0 days 00:00:25.153000,0 days 01:59:00.533000,0 days 01:59:29.793000,0 days 01:59:54.946000,238.0,278.0,279.0,306.0,False,MEDIUM,9.0,True,McLaren,0 days 01:58:28.646000,2023-10-08 17:59:28.651,1,3.0,False,,False,True,86.272,31.859,29.26,25.153
0 days 02:01:21.156000,NOR,4,0 days 00:01:26.238000,37.0,3.0,,,0 days 00:00:31.778000,0 days 00:00:29.292000,0 days 00:00:25.168000,0 days 02:00:26.724000,0 days 02:00:56.016000,0 days 02:01:21.184000,236.0,278.0,279.0,306.0,False,MEDIUM,10.0,True,McLaren,0 days 01:59:54.918000,2023-10-08 18:00:54.923,1,3.0,False,,False,True,86.238,31.778,29.292,25.168
0 days 02:02:47.192000,NOR,4,0 days 00:01:26.036000,38.0,3.0,,,0 days 00:00:31.652000,0 days 00:00:29.218000,0 days 00:00:25.166000,0 days 02:01:52.836000,0 days 02:02:22.054000,0 days 02:02:47.220000,236.0,280.0,280.0,307.0,False,MEDIUM,11.0,True,McLaren,0 days 02:01:21.156000,2023-10-08 18:02:21.161,1,3.0,False,,False,True,86.036,31.652,29.218,25.166
0 days 02:04:13.394000,NOR,4,0 days 00:01:26.202000,39.0,3.0,,,0 days 00:00:31.737000,0 days 00:00:29.318000,0 days 00:00:25.147000,0 days 02:03:18.957000,0 days 02:03:48.275000,0 days 02:04:13.422000,236.0,277.0,279.0,307.0,False,MEDIUM,12.0,True,McLaren,0 days 02:02:47.192000,2023-10-08 18:03:47.197,1,3.0,False,,False,True,86.202,31.737,29.318,25.147
0 days 02:05:39.416000,NOR,4,0 days 00:01:26.022000,40.0,3.0,,,0 days 00:00:31.717000,0 days 00:00:29.329000,0 days 00:00:24.976000,0 days 02:04:45.139000,0 days 02:05:14.468000,0 days 02:05:39.444000,234.0,279.0,280.0,308.0,False,MEDIUM,13.0,True,McLaren,0 days 02:04:13.394000,2023-10-08 18:05:13.399,1,3.0,False,,False,True,86.022,31.717,29.329,24.976
0 days 02:08:33.061000,NOR,4,0 days 00:01:26.924000,42.0,3.0,,,0 days 00:00:31.980000,0 days 00:00:29.484000,0 days 00:00:25.460000,0 days 02:07:38.145000,0 days 02:08:07.629000,0 days 02:08:33.089000,234.0,280.0,289.0,308.0,False,MEDIUM,15.0,True,McLaren,0 days 02:07:06.137000,2023-10-08 18:08:06.142,1,3.0,False,,False,True,86.924,31.98,29.484,25.46
0 days 02:09:58.746000,NOR,4,0 days 00:01:25.685000,43.0,3.0,,,0 days 00:00:31.281000,0 days 00:00:29.326000,0 days 00:00:25.078000,0 days 02:09:04.370000,0 days 02:09:33.696000,0 days 02:09:58.774000,236.0,280.0,279.0,326.0,True,MEDIUM,16.0,True,McLaren,0 days 02:08:33.061000,2023-10-08 18:09:33.066,1,2.0,False,,False,True,85.685,31.281,29.326,25.078
0 days 02:14:42.030000,NOR,4,0 days 00:01:24.881000,46.0,4.0,,,0 days 00:00:31.353000,0 days 00:00:28.657000,0 days 00:00:24.871000,0 days 02:13:48.530000,0 days 02:14:17.187000,0 days 02:14:42.058000,238.0,279.0,281.0,307.0,True,HARD,2.0,True,McLaren,0 days 02:13:17.149000,2023-10-08 18:14:17.154,1,4.0,False,,False,True,84.881,31.353,28.657,24.871
0 days 02:16:06.872000,NOR,4,0 days 00:01:24.842000,47.0,4.0,,,0 days 00:00:31.356000,0 days 00:00:28.716000,0 days 00:00:24.770000,0 days 02:15:13.414000,0 days 02:15:42.130000,0 days 02:16:06.900000,240.0,280.0,281.0,308.0,True,HARD,3.0,True,McLaren,0 days 02:14:42.030000,2023-10-08 18:15:42.035,1,4.0,False,,False,True,84.842,31.356,28.716,24.77
0 days 02:17:31.934000,NOR,4,0 days 00:01:25.062000,48.0,4.0,,,0 days 00:00:31.435000,0 days 00:00:28.783000,0 days 00:00:24.844000,0 days 02:16:38.335000,0 days 02:17:07.118000,0 days 02:17:31.962000,238.0,280.0,281.0,309.0,False,HARD,4.0,True,McLaren,0 days 02:16:06.872000,2023-10-08 18:17:06.877,1,4.0,False,,False,True,85.062,31.435,28.783,24.844
0 days 02:18:57.080000,NOR,4,0 days 00:01:25.146000,49.0,4.0,,,0 days 00:00:31.457000,0 days 00:00:28.905000,0 days 00:00:24.784000,0 days 02:18:03.419000,0 days 02:18:32.324000,0 days 02:18:57.108000,236.0,281.0,281.0,309.0,False,HARD,5.0,True,McLaren,0 days 02:17:31.934000,2023-10-08 18:18:31.939,1,4.0,False,,False,True,85.146,31.457,28.905,24.784
0 days 02:21:47.603000,NOR,4,0 days 00:01:25.139000,51.0,4.0,,,0 days 00:00:31.409000,0 days 00:00:28.936000,0 days 00:00:24.794000,0 days 02:20:53.901000,0 days 02:21:22.837000,0 days 02:21:47.631000,237.0,281.0,280.0,310.0,False,HARD,7.0,True,McLaren,0 days 02:20:22.464000,2023-10-08 18:21:22.469,1,3.0,False,,False,True,85.139,31.409,28.936,24.794
0 days 02:23:12.883000,NOR,4,0 days 00:01:25.280000,52.0,4.0,,,0 days 00:00:31.487000,0 days 00:00:28.953000,0 days 00:00:24.840000,0 days 02:22:19.118000,0 days 02:22:48.071000,0 days 02:23:12.911000,237.0,282.0,282.0,310.0,False,HARD,8.0,True,McLaren,0 days 02:21:47.603000,2023-10-08 18:22:47.608,1,3.0,False,,False,True,85.28,31.487,28.953,24.84
