Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime(seconds),Sector1Time(seconds),Sector2Time(seconds),Sector3Time(seconds)
0 days 01:39:30.988000,ZHO,24,0 days 00:01:28.876000,22.0,2.0,,,0 days 00:00:32.745000,0 days 00:00:29.863000,0 days 00:00:26.268000,0 days 01:38:34.868000,0 days 01:39:04.731000,0 days 01:39:30.999000,228.0,279.0,276.0,298.0,False,HARD,4.0,True,Alfa Romeo,0 days 01:38:02.112000,2023-10-08 17:39:02.117,1,13.0,False,,False,True,88.876,32.745,29.863,26.268
0 days 01:40:59.549000,ZHO,24,0 days 00:01:28.561000,23.0,2.0,,,0 days 00:00:32.746000,0 days 00:00:29.713000,0 days 00:00:26.102000,0 days 01:40:03.745000,0 days 01:40:33.458000,0 days 01:40:59.560000,229.0,280.0,283.0,297.0,True,HARD,5.0,True,Alfa Romeo,0 days 01:39:30.988000,2023-10-08 17:40:30.993,1,12.0,False,,False,True,88.561,32.746,29.713,26.102
0 days 01:42:28.791000,ZHO,24,0 days 00:01:29.242000,24.0,2.0,,,0 days 00:00:32.676000,0 days 00:00:30.154000,0 days 00:00:26.412000,0 days 01:41:32.236000,0 days 01:42:02.390000,0 days 01:42:28.802000,228.0,281.0,284.0,319.0,False,HARD,6.0,True,Alfa Romeo,0 days 01:40:59.549000,2023-10-08 17:41:59.554,1,12.0,False,,False,True,89.242,32.676,30.154,26.412
0 days 01:43:58.186000,ZHO,24,0 days 00:01:29.395000,25.0,2.0,,,0 days 00:00:32.687000,0 days 00:00:30.487000,0 days 00:00:26.221000,0 days 01:43:01.489000,0 days 01:43:31.976000,0 days 01:43:58.197000,228.0,281.0,285.0,318.0,False,HARD,7.0,True,Alfa Romeo,0 days 01:42:28.791000,2023-10-08 17:43:28.796,1,12.0,False,,False,True,89.395,32.687,30.487,26.221
0 days 01:45:26.434000,ZHO,24,0 days 00:01:28.248000,26.0,2.0,,,0 days 00:00:32.332000,0 days 00:00:29.777000,0 days 00:00:26.139000,0 days 01:44:30.529000,0 days 01:45:00.306000,0 days 01:45:26.445000,225.0,275.0,275.0,328.0,True,HARD,8.0,True,Alfa Romeo,0 days 01:43:58.186000,2023-10-08 17:44:58.191,1,9.0,False,,False,True,88.248,32.332,29.777,26.139
0 days 01:46:55.009000,ZHO,24,0 days 00:01:28.575000,27.0,2.0,,,0 days 00:00:32.815000,0 days 00:00:29.727000,0 days 00:00:26.033000,0 days 01:45:59.260000,0 days 01:46:28.987000,0 days 01:46:55.020000,227.0,278.0,275.0,293.0,False,HARD,9.0,True,Alfa Romeo,0 days 01:45:26.434000,2023-10-08 17:46:26.439,1,7.0,False,,False,True,88.575,32.815,29.727,26.033
0 days 01:48:23.036000,ZHO,24,0 days 00:01:28.027000,28.0,2.0,,,0 days 00:00:32.564000,0 days 00:00:29.640000,0 days 00:00:25.823000,0 days 01:47:27.584000,0 days 01:47:57.224000,0 days 01:48:23.047000,232.0,278.0,275.0,300.0,True,HARD,10.0,True,Alfa Romeo,0 days 01:46:55.009000,2023-10-08 17:47:55.014,1,6.0,False,,False,True,88.027,32.564,29.64,25.823
0 days 01:49:51.033000,ZHO,24,0 days 00:01:27.997000,29.0,2.0,,,0 days 00:00:32.485000,0 days 00:00:29.700000,0 days 00:00:25.812000,0 days 01:48:55.532000,0 days 01:49:25.232000,0 days 01:49:51.044000,232.0,279.0,275.0,299.0,True,HARD,11.0,True,Alfa Romeo,0 days 01:48:23.036000,2023-10-08 17:49:23.041,1,6.0,False,,False,True,87.997,32.485,29.7,25.812
0 days 01:51:20.047000,ZHO,24,0 days 00:01:29.014000,30.0,2.0,,,0 days 00:00:33.139000,0 days 00:00:29.904000,0 days 00:00:25.971000,0 days 01:50:24.183000,0 days 01:50:54.087000,0 days 01:51:20.058000,227.0,281.0,276.0,293.0,False,HARD,12.0,True,Alfa Romeo,0 days 01:49:51.033000,2023-10-08 17:50:51.038,1,7.0,False,,False,True,89.014,33.139,29.904,25.971
0 days 01:52:48.145000,ZHO,24,0 days 00:01:28.098000,31.0,2.0,,,0 days 00:00:32.586000,0 days 00:00:29.703000,0 days 00:00:25.809000,0 days 01:51:52.644000,0 days 01:52:22.347000,0 days 01:52:48.156000,228.0,279.0,276.0,296.0,False,HARD,13.0,True,Alfa Romeo,0 days 01:51:20.047000,2023-10-08 17:52:20.052,1,7.0,False,,False,True,88.098,32.586,29.703,25.809
0 days 01:54:17.358000,ZHO,24,0 days 00:01:29.213000,32.0,2.0,,,0 days 00:00:33.456000,0 days 00:00:29.821000,0 days 00:00:25.936000,0 days 01:53:21.612000,0 days 01:53:51.433000,0 days 01:54:17.369000,228.0,281.0,275.0,298.0,False,HARD,14.0,True,Alfa Romeo,0 days 01:52:48.145000,2023-10-08 17:53:48.150,1,6.0,False,,False,True,89.213,33.456,29.821,25.936
0 days 01:57:13.417000,ZHO,24,0 days 00:01:27.797000,34.0,2.0,,,0 days 00:00:32.591000,0 days 00:00:29.455000,0 days 00:00:25.751000,0 days 01:56:18.222000,0 days 01:56:47.677000,0 days 01:57:13.428000,233.0,278.0,274.0,295.0,True,HARD,16.0,True,Alfa Romeo,0 days 01:55:45.620000,2023-10-08 17:56:45.625,1,4.0,False,,False,True,87.797,32.591,29.455,25.751
0 days 02:02:05.724000,ZHO,24,0 days 00:01:27.511000,37.0,3.0,,,0 days 00:00:32.299000,0 days 00:00:29.414000,0 days 00:00:25.798000,0 days 02:01:10.523000,0 days 02:01:39.937000,0 days 02:02:05.735000,231.0,281.0,277.0,299.0,True,HARD,2.0,True,Alfa Romeo,0 days 02:00:38.213000,2023-10-08 18:01:38.218,1,15.0,False,,False,True,87.511,32.299,29.414,25.798
0 days 02:03:33.587000,ZHO,24,0 days 00:01:27.863000,38.0,3.0,,,0 days 00:00:32.317000,0 days 00:00:29.638000,0 days 00:00:25.908000,0 days 02:02:38.052000,0 days 02:03:07.690000,0 days 02:03:33.598000,232.0,282.0,287.0,300.0,False,HARD,3.0,True,Alfa Romeo,0 days 02:02:05.724000,2023-10-08 18:03:05.729,1,15.0,False,,False,True,87.863,32.317,29.638,25.908
0 days 02:05:00.798000,ZHO,24,0 days 00:01:27.211000,39.0,3.0,,,0 days 00:00:31.978000,0 days 00:00:29.403000,0 days 00:00:25.830000,0 days 02:04:05.576000,0 days 02:04:34.979000,0 days 02:05:00.809000,230.0,278.0,276.0,328.0,True,HARD,4.0,True,Alfa Romeo,0 days 02:03:33.587000,2023-10-08 18:04:33.592,1,14.0,False,,False,True,87.211,31.978,29.403,25.83
0 days 02:06:27.951000,ZHO,24,0 days 00:01:27.153000,40.0,3.0,,,0 days 00:00:32.201000,0 days 00:00:29.318000,0 days 00:00:25.634000,0 days 02:05:33.010000,0 days 02:06:02.328000,0 days 02:06:27.962000,232.0,279.0,276.0,296.0,True,HARD,5.0,True,Alfa Romeo,0 days 02:05:00.798000,2023-10-08 18:06:00.803,1,11.0,False,,False,True,87.153,32.201,29.318,25.634
0 days 02:09:22.197000,ZHO,24,0 days 00:01:27.076000,42.0,3.0,,,0 days 00:00:32.079000,0 days 00:00:29.325000,0 days 00:00:25.672000,0 days 02:08:27.211000,0 days 02:08:56.536000,0 days 02:09:22.208000,231.0,279.0,276.0,293.0,True,HARD,7.0,True,Alfa Romeo,0 days 02:07:55.121000,2023-10-08 18:08:55.126,1,11.0,False,,False,True,87.076,32.079,29.325,25.672
0 days 02:10:49.147000,ZHO,24,0 days 00:01:26.950000,43.0,3.0,,,0 days 00:00:32.094000,0 days 00:00:29.301000,0 days 00:00:25.555000,0 days 02:09:54.302000,0 days 02:10:23.603000,0 days 02:10:49.158000,233.0,279.0,277.0,294.0,True,HARD,8.0,True,Alfa Romeo,0 days 02:09:22.197000,2023-10-08 18:10:22.202,1,11.0,False,,False,True,86.95,32.094,29.301,25.555
0 days 02:12:16.058000,ZHO,24,0 days 00:01:26.911000,44.0,3.0,,,0 days 00:00:32.096000,0 days 00:00:29.194000,0 days 00:00:25.621000,0 days 02:11:21.254000,0 days 02:11:50.448000,0 days 02:12:16.069000,233.0,280.0,277.0,293.0,True,HARD,9.0,True,Alfa Romeo,0 days 02:10:49.147000,2023-10-08 18:11:49.152,1,8.0,False,,False,True,86.911,32.096,29.194,25.621
0 days 02:13:42.900000,ZHO,24,0 days 00:01:26.842000,45.0,3.0,,,0 days 00:00:32.030000,0 days 00:00:29.266000,0 days 00:00:25.546000,0 days 02:12:48.099000,0 days 02:13:17.365000,0 days 02:13:42.911000,233.0,280.0,276.0,292.0,True,HARD,10.0,True,Alfa Romeo,0 days 02:12:16.058000,2023-10-08 18:13:16.063,1,6.0,False,,False,True,86.842,32.03,29.266,25.546
0 days 02:15:09.489000,ZHO,24,0 days 00:01:26.589000,46.0,3.0,,,0 days 00:00:31.934000,0 days 00:00:29.230000,0 days 00:00:25.425000,0 days 02:14:14.845000,0 days 02:14:44.075000,0 days 02:15:09.500000,234.0,279.0,277.0,293.0,True,HARD,11.0,True,Alfa Romeo,0 days 02:13:42.900000,2023-10-08 18:14:42.905,1,6.0,False,,False,True,86.589,31.934,29.23,25.425
0 days 02:16:36.041000,ZHO,24,0 days 00:01:26.552000,47.0,3.0,,,0 days 00:00:31.985000,0 days 00:00:29.045000,0 days 00:00:25.522000,0 days 02:15:41.485000,0 days 02:16:10.530000,0 days 02:16:36.052000,233.0,280.0,276.0,293.0,True,HARD,12.0,True,Alfa Romeo,0 days 02:15:09.489000,2023-10-08 18:16:09.494,1,6.0,False,,False,True,86.552,31.985,29.045,25.522
0 days 02:18:02.781000,ZHO,24,0 days 00:01:26.740000,48.0,3.0,,,0 days 00:00:32.118000,0 days 00:00:29.123000,0 days 00:00:25.499000,0 days 02:17:08.170000,0 days 02:17:37.293000,0 days 02:18:02.792000,232.0,280.0,275.0,291.0,False,HARD,13.0,True,Alfa Romeo,0 days 02:16:36.041000,2023-10-08 18:17:36.046,1,6.0,False,,False,True,86.74,32.118,29.123,25.499
0 days 02:19:29.430000,ZHO,24,0 days 00:01:26.649000,49.0,3.0,,,0 days 00:00:32.026000,0 days 00:00:29.101000,0 days 00:00:25.522000,0 days 02:18:34.818000,0 days 02:19:03.919000,0 days 02:19:29.441000,232.0,279.0,276.0,292.0,False,HARD,14.0,True,Alfa Romeo,0 days 02:18:02.781000,2023-10-08 18:19:02.786,1,6.0,False,,False,True,86.649,32.026,29.101,25.522
0 days 02:20:55.964000,ZHO,24,0 days 00:01:26.534000,50.0,3.0,,,0 days 00:00:32.012000,0 days 00:00:29.088000,0 days 00:00:25.434000,0 days 02:20:01.453000,0 days 02:20:30.541000,0 days 02:20:55.975000,234.0,280.0,276.0,292.0,True,HARD,15.0,True,Alfa Romeo,0 days 02:19:29.430000,2023-10-08 18:20:29.435,1,6.0,False,,False,True,86.534,32.012,29.088,25.434
0 days 02:22:22.782000,ZHO,24,0 days 00:01:26.818000,51.0,3.0,,,0 days 00:00:32.109000,0 days 00:00:29.165000,0 days 00:00:25.544000,0 days 02:21:28.084000,0 days 02:21:57.249000,0 days 02:22:22.793000,232.0,279.0,275.0,289.0,False,HARD,16.0,True,Alfa Romeo,0 days 02:20:55.964000,2023-10-08 18:21:55.969,1,6.0,False,,False,True,86.818,32.109,29.165,25.544
0 days 02:27:08.871000,ZHO,24,0 days 00:01:26.323000,54.0,4.0,,,0 days 00:00:31.842000,0 days 00:00:29.057000,0 days 00:00:25.424000,0 days 02:26:14.401000,0 days 02:26:43.458000,0 days 02:27:08.882000,237.0,281.0,278.0,300.0,True,SOFT,2.0,True,Alfa Romeo,0 days 02:25:42.548000,2023-10-08 18:26:42.553,1,12.0,False,,False,True,86.323,31.842,29.057,25.424
0 days 02:28:35.554000,ZHO,24,0 days 00:01:26.683000,55.0,4.0,,,0 days 00:00:32.042000,0 days 00:00:29.189000,0 days 00:00:25.452000,0 days 02:27:40.924000,0 days 02:28:10.113000,0 days 02:28:35.565000,235.0,281.0,279.0,298.0,False,SOFT,3.0,True,Alfa Romeo,0 days 02:27:08.871000,2023-10-08 18:28:08.876,1,12.0,False,,False,True,86.683,32.042,29.189,25.452
0 days 02:30:02.255000,ZHO,24,0 days 00:01:26.701000,56.0,4.0,,,0 days 00:00:31.917000,0 days 00:00:29.303000,0 days 00:00:25.481000,0 days 02:29:07.482000,0 days 02:29:36.785000,0 days 02:30:02.266000,234.0,285.0,280.0,302.0,False,SOFT,4.0,True,Alfa Romeo,0 days 02:28:35.554000,2023-10-08 18:29:35.559,1,12.0,False,,False,True,86.701,31.917,29.303,25.481
0 days 02:31:29.300000,ZHO,24,0 days 00:01:27.045000,57.0,4.0,,,0 days 00:00:32.116000,0 days 00:00:29.424000,0 days 00:00:25.505000,0 days 02:30:34.382000,0 days 02:31:03.806000,0 days 02:31:29.311000,232.0,284.0,286.0,301.0,False,SOFT,5.0,True,Alfa Romeo,0 days 02:30:02.255000,2023-10-08 18:31:02.260,1,12.0,False,,False,True,87.045,32.116,29.424,25.505
0 days 01:13:26.661000,PER,11,0 days 00:01:33.391000,5.0,1.0,,,0 days 00:00:35.070000,0 days 00:00:31.078000,0 days 00:00:27.243000,0 days 01:12:28.372000,0 days 01:12:59.450000,0 days 01:13:26.693000,230.0,281.0,278.0,304.0,True,HARD,5.0,True,Red Bull Racing,0 days 01:11:53.270000,2023-10-08 17:12:53.275,1,13.0,False,,False,True,93.391,35.07,31.078,27.243
0 days 01:14:59.811000,PER,11,0 days 00:01:33.150000,6.0,1.0,,,0 days 00:00:34.876000,0 days 00:00:31.050000,0 days 00:00:27.224000,0 days 01:14:01.569000,0 days 01:14:32.619000,0 days 01:14:59.843000,223.0,284.0,278.0,308.0,True,HARD,6.0,True,Red Bull Racing,0 days 01:13:26.661000,2023-10-08 17:14:26.666,1,14.0,False,,False,True,93.15,34.876,31.05,27.224
0 days 01:16:31.078000,PER,11,0 days 00:01:31.267000,7.0,1.0,,,0 days 00:00:33.815000,0 days 00:00:30.606000,0 days 00:00:26.846000,0 days 01:15:33.658000,0 days 01:16:04.264000,0 days 01:16:31.110000,221.0,280.0,286.0,306.0,True,HARD,7.0,True,Red Bull Racing,0 days 01:14:59.811000,2023-10-08 17:15:59.816,1,14.0,False,,False,True,91.267,33.815,30.606,26.846
0 days 01:18:01.882000,PER,11,0 days 00:01:30.804000,8.0,1.0,,,0 days 00:00:33.195000,0 days 00:00:30.941000,0 days 00:00:26.668000,0 days 01:17:04.305000,0 days 01:17:35.246000,0 days 01:18:01.914000,229.0,279.0,286.0,331.0,True,HARD,8.0,True,Red Bull Racing,0 days 01:16:31.078000,2023-10-08 17:17:31.083,1,14.0,False,,False,True,90.804,33.195,30.941,26.668
0 days 01:19:32.737000,PER,11,0 days 00:01:30.855000,9.0,1.0,,,0 days 00:00:33.280000,0 days 00:00:30.816000,0 days 00:00:26.759000,0 days 01:18:35.194000,0 days 01:19:06.010000,0 days 01:19:32.769000,227.0,279.0,287.0,331.0,False,HARD,9.0,True,Red Bull Racing,0 days 01:18:01.882000,2023-10-08 17:19:01.887,1,13.0,False,,False,True,90.855,33.28,30.816,26.759
0 days 01:21:04.309000,PER,11,0 days 00:01:31.572000,10.0,1.0,,,0 days 00:00:33.701000,0 days 00:00:30.977000,0 days 00:00:26.894000,0 days 01:20:06.470000,0 days 01:20:37.447000,0 days 01:21:04.341000,224.0,279.0,286.0,340.0,False,HARD,10.0,True,Red Bull Racing,0 days 01:19:32.737000,2023-10-08 17:20:32.742,1,13.0,False,,False,True,91.572,33.701,30.977,26.894
0 days 01:22:35.126000,PER,11,0 days 00:01:30.817000,11.0,1.0,,,0 days 00:00:33.491000,0 days 00:00:30.652000,0 days 00:00:26.674000,0 days 01:21:37.832000,0 days 01:22:08.484000,0 days 01:22:35.158000,222.0,280.0,287.0,334.0,False,HARD,11.0,True,Red Bull Racing,0 days 01:21:04.309000,2023-10-08 17:22:04.314,1,12.0,False,,False,True,90.817,33.491,30.652,26.674
0 days 01:24:06.211000,PER,11,0 days 00:01:31.085000,12.0,1.0,,,0 days 00:00:33.664000,0 days 00:00:30.950000,0 days 00:00:26.471000,0 days 01:23:08.822000,0 days 01:23:39.772000,0 days 01:24:06.243000,226.0,278.0,285.0,337.0,False,HARD,12.0,True,Red Bull Racing,0 days 01:22:35.126000,2023-10-08 17:23:35.131,1,10.0,False,,False,True,91.085,33.664,30.95,26.471
0 days 01:25:36.745000,PER,11,0 days 00:01:30.534000,13.0,1.0,,,0 days 00:00:33.347000,0 days 00:00:30.631000,0 days 00:00:26.556000,0 days 01:24:39.590000,0 days 01:25:10.221000,0 days 01:25:36.777000,228.0,277.0,285.0,330.0,True,HARD,13.0,True,Red Bull Racing,0 days 01:24:06.211000,2023-10-08 17:25:06.216,1,7.0,False,,False,True,90.534,33.347,30.631,26.556
0 days 01:28:35.821000,PER,11,0 days 00:01:28.880000,15.0,1.0,,,0 days 00:00:32.769000,0 days 00:00:30.072000,0 days 00:00:26.039000,0 days 01:27:39.742000,0 days 01:28:09.814000,0 days 01:28:35.853000,230.0,276.0,276.0,328.0,True,HARD,15.0,True,Red Bull Racing,0 days 01:27:06.941000,2023-10-08 17:28:06.946,1,3.0,False,,False,True,88.88,32.769,30.072,26.039
0 days 01:30:04.354000,PER,11,0 days 00:01:28.533000,16.0,1.0,,,0 days 00:00:32.828000,0 days 00:00:29.936000,0 days 00:00:25.769000,0 days 01:29:08.681000,0 days 01:29:38.617000,0 days 01:30:04.386000,231.0,276.0,276.0,301.0,True,HARD,16.0,True,Red Bull Racing,0 days 01:28:35.821000,2023-10-08 17:29:35.826,1,3.0,False,,False,True,88.533,32.828,29.936,25.769
0 days 01:34:57.551000,PER,11,0 days 00:01:28.481000,19.0,2.0,,,0 days 00:00:32.709000,0 days 00:00:29.501000,0 days 00:00:26.271000,0 days 01:34:01.811000,0 days 01:34:31.312000,0 days 01:34:57.583000,232.0,282.0,288.0,306.0,True,MEDIUM,8.0,False,Red Bull Racing,0 days 01:33:29.070000,2023-10-08 17:34:29.075,1,15.0,False,,False,True,88.481,32.709,29.501,26.271
0 days 01:36:25.870000,PER,11,0 days 00:01:28.319000,20.0,2.0,,,0 days 00:00:32.393000,0 days 00:00:29.908000,0 days 00:00:26.018000,0 days 01:35:29.976000,0 days 01:35:59.884000,0 days 01:36:25.902000,232.0,278.0,287.0,329.0,True,MEDIUM,9.0,False,Red Bull Racing,0 days 01:34:57.551000,2023-10-08 17:35:57.556,1,14.0,False,,False,True,88.319,32.393,29.908,26.018
0 days 01:37:54.687000,PER,11,0 days 00:01:28.817000,21.0,2.0,,,0 days 00:00:32.513000,0 days 00:00:29.930000,0 days 00:00:26.374000,0 days 01:36:58.415000,0 days 01:37:28.345000,0 days 01:37:54.719000,225.0,280.0,283.0,330.0,False,MEDIUM,10.0,False,Red Bull Racing,0 days 01:36:25.870000,2023-10-08 17:37:25.875,1,11.0,False,,False,True,88.817,32.513,29.93,26.374
0 days 01:42:18.055000,PER,11,0 days 00:01:28.269000,24.0,2.0,,,0 days 00:00:32.545000,0 days 00:00:29.936000,0 days 00:00:25.788000,0 days 01:41:22.363000,0 days 01:41:52.299000,0 days 01:42:18.087000,228.0,281.0,279.0,304.0,True,MEDIUM,13.0,False,Red Bull Racing,0 days 01:40:49.786000,2023-10-08 17:41:49.791,1,9.0,False,,False,True,88.269,32.545,29.936,25.788
0 days 01:45:14.998000,PER,11,0 days 00:01:28.391000,26.0,2.0,,,0 days 00:00:32.591000,0 days 00:00:30.070000,0 days 00:00:25.730000,0 days 01:44:19.230000,0 days 01:44:49.300000,0 days 01:45:15.030000,233.0,278.0,277.0,304.0,False,MEDIUM,15.0,False,Red Bull Racing,0 days 01:43:46.607000,2023-10-08 17:44:46.612,1,5.0,False,,False,True,88.391,32.591,30.07,25.73
0 days 01:46:42.972000,PER,11,0 days 00:01:27.974000,27.0,2.0,,,0 days 00:00:32.628000,0 days 00:00:29.697000,0 days 00:00:25.649000,0 days 01:45:47.658000,0 days 01:46:17.355000,0 days 01:46:43.004000,234.0,278.0,277.0,300.0,True,MEDIUM,16.0,False,Red Bull Racing,0 days 01:45:14.998000,2023-10-08 17:46:15.003,1,4.0,False,,False,True,87.974,32.628,29.697,25.649
0 days 01:48:11.099000,PER,11,0 days 00:01:28.127000,28.0,2.0,,,0 days 00:00:32.704000,0 days 00:00:29.808000,0 days 00:00:25.615000,0 days 01:47:15.708000,0 days 01:47:45.516000,0 days 01:48:11.131000,232.0,278.0,277.0,298.0,False,MEDIUM,17.0,False,Red Bull Racing,0 days 01:46:42.972000,2023-10-08 17:47:42.977,1,3.0,False,,False,True,88.127,32.704,29.808,25.615
0 days 01:49:39.417000,PER,11,0 days 00:01:28.318000,29.0,2.0,,,0 days 00:00:32.685000,0 days 00:00:29.777000,0 days 00:00:25.856000,0 days 01:48:43.816000,0 days 01:49:13.593000,0 days 01:49:39.449000,229.0,274.0,277.0,296.0,False,MEDIUM,18.0,False,Red Bull Racing,0 days 01:48:11.099000,2023-10-08 17:49:11.104,1,3.0,False,,False,True,88.318,32.685,29.777,25.856
0 days 01:51:07.420000,PER,11,0 days 00:01:28.003000,30.0,2.0,,,0 days 00:00:32.505000,0 days 00:00:29.720000,0 days 00:00:25.778000,0 days 01:50:11.954000,0 days 01:50:41.674000,0 days 01:51:07.452000,233.0,275.0,277.0,295.0,False,MEDIUM,19.0,False,Red Bull Racing,0 days 01:49:39.417000,2023-10-08 17:50:39.422,1,3.0,False,,False,True,88.003,32.505,29.72,25.778
0 days 01:57:30.581000,PER,11,0 days 00:01:27.287000,34.0,3.0,,,0 days 00:00:32.372000,0 days 00:00:29.161000,0 days 00:00:25.754000,0 days 01:56:35.698000,0 days 01:57:04.859000,0 days 01:57:30.613000,234.0,276.0,277.0,298.0,True,MEDIUM,9.0,False,Red Bull Racing,0 days 01:56:03.294000,2023-10-08 17:57:03.299,1,12.0,False,,False,True,87.287,32.372,29.161,25.754
0 days 01:58:58.031000,PER,11,0 days 00:01:27.450000,35.0,3.0,,,0 days 00:00:32.365000,0 days 00:00:29.256000,0 days 00:00:25.829000,0 days 01:58:02.978000,0 days 01:58:32.234000,0 days 01:58:58.063000,234.0,274.0,277.0,297.0,False,MEDIUM,10.0,False,Red Bull Racing,0 days 01:57:30.581000,2023-10-08 17:58:30.586,1,12.0,False,,False,True,87.45,32.365,29.256,25.829
0 days 02:01:53.003000,PER,11,0 days 00:01:27.398000,37.0,3.0,,,0 days 00:00:32.287000,0 days 00:00:29.279000,0 days 00:00:25.832000,0 days 02:00:57.924000,0 days 02:01:27.203000,0 days 02:01:53.035000,232.0,275.0,278.0,299.0,False,MEDIUM,12.0,False,Red Bull Racing,0 days 02:00:25.605000,2023-10-08 18:01:25.610,1,11.0,False,,False,True,87.398,32.287,29.279,25.832
0 days 02:03:20.079000,PER,11,0 days 00:01:27.076000,38.0,3.0,,,0 days 00:00:32.183000,0 days 00:00:29.246000,0 days 00:00:25.647000,0 days 02:02:25.218000,0 days 02:02:54.464000,0 days 02:03:20.111000,235.0,277.0,279.0,301.0,True,MEDIUM,13.0,False,Red Bull Racing,0 days 02:01:53.003000,2023-10-08 18:02:53.008,1,11.0,False,,False,True,87.076,32.183,29.246,25.647
0 days 02:04:47.542000,PER,11,0 days 00:01:27.463000,39.0,3.0,,,0 days 00:00:32.196000,0 days 00:00:29.511000,0 days 00:00:25.756000,0 days 02:03:52.307000,0 days 02:04:21.818000,0 days 02:04:47.574000,224.0,275.0,280.0,299.0,False,MEDIUM,14.0,False,Red Bull Racing,0 days 02:03:20.079000,2023-10-08 18:04:20.084,1,10.0,False,,False,True,87.463,32.196,29.511,25.756
0 days 02:06:14.798000,PER,11,0 days 00:01:27.256000,40.0,3.0,,,0 days 00:00:32.238000,0 days 00:00:29.349000,0 days 00:00:25.669000,0 days 02:05:19.812000,0 days 02:05:49.161000,0 days 02:06:14.830000,234.0,276.0,279.0,299.0,False,MEDIUM,15.0,False,Red Bull Racing,0 days 02:04:47.542000,2023-10-08 18:05:47.547,1,9.0,False,,False,True,87.256,32.238,29.349,25.669
0 days 02:09:08.684000,PER,11,0 days 00:01:26.735000,42.0,3.0,,,0 days 00:00:32.044000,0 days 00:00:29.225000,0 days 00:00:25.466000,0 days 02:08:14.025000,0 days 02:08:43.250000,0 days 02:09:08.716000,235.0,276.0,280.0,296.0,True,MEDIUM,17.0,False,Red Bull Racing,0 days 02:07:41.949000,2023-10-08 18:08:41.954,1,9.0,False,,False,True,86.735,32.044,29.225,25.466
0 days 02:14:04.535000,PER,11,0 days 00:01:29.488000,45.0,4.0,,,0 days 00:00:32.293000,0 days 00:00:31.263000,0 days 00:00:25.932000,0 days 02:13:07.372000,0 days 02:13:38.635000,0 days 02:14:04.567000,228.0,278.0,279.0,298.0,False,MEDIUM,2.0,True,Red Bull Racing,0 days 02:12:35.047000,2023-10-08 18:13:35.052,1,12.0,False,,False,True,89.488,32.293,31.263,25.932
0 days 02:15:31.727000,PER,11,0 days 00:01:27.192000,46.0,4.0,,,0 days 00:00:32.177000,0 days 00:00:29.314000,0 days 00:00:25.701000,0 days 02:14:36.744000,0 days 02:15:06.058000,0 days 02:15:31.759000,232.0,277.0,280.0,298.0,False,MEDIUM,3.0,True,Red Bull Racing,0 days 02:14:04.535000,2023-10-08 18:15:04.540,1,12.0,False,,False,True,87.192,32.177,29.314,25.701
0 days 02:16:58.414000,PER,11,0 days 00:01:26.687000,47.0,4.0,,,0 days 00:00:32.078000,0 days 00:00:29.228000,0 days 00:00:25.381000,0 days 02:16:03.837000,0 days 02:16:33.065000,0 days 02:16:58.446000,231.0,276.0,280.0,298.0,True,MEDIUM,4.0,True,Red Bull Racing,0 days 02:15:31.727000,2023-10-08 18:16:31.732,1,12.0,False,,False,True,86.687,32.078,29.228,25.381
0 days 02:18:24.858000,PER,11,0 days 00:01:26.444000,48.0,4.0,,,0 days 00:00:31.972000,0 days 00:00:29.039000,0 days 00:00:25.433000,0 days 02:17:30.418000,0 days 02:17:59.457000,0 days 02:18:24.890000,231.0,279.0,280.0,300.0,True,MEDIUM,5.0,True,Red Bull Racing,0 days 02:16:58.414000,2023-10-08 18:17:58.419,1,12.0,False,,False,True,86.444,31.972,29.039,25.433
0 days 02:19:51.251000,PER,11,0 days 00:01:26.393000,49.0,4.0,,,0 days 00:00:31.954000,0 days 00:00:29.134000,0 days 00:00:25.305000,0 days 02:18:56.844000,0 days 02:19:25.978000,0 days 02:19:51.283000,234.0,278.0,280.0,300.0,True,MEDIUM,6.0,True,Red Bull Racing,0 days 02:18:24.858000,2023-10-08 18:19:24.863,1,12.0,False,,False,True,86.393,31.954,29.134,25.305
0 days 02:21:17.471000,PER,11,0 days 00:01:26.220000,50.0,4.0,,,0 days 00:00:31.755000,0 days 00:00:29.085000,0 days 00:00:25.380000,0 days 02:20:23.038000,0 days 02:20:52.123000,0 days 02:21:17.503000,236.0,279.0,280.0,300.0,True,MEDIUM,7.0,True,Red Bull Racing,0 days 02:19:51.251000,2023-10-08 18:20:51.256,1,12.0,False,,False,True,86.22,31.755,29.085,25.38
